# Rt Group Reward Records - Total groups: 322
# Initial μ: 1, Initial loss rate: 0.01
# Hybrid loss enabled: 1
frame_id,Rt_value,loss_rate,mu_used,avg_reward,group_delay_ms,packet_count,group_start_time,group_end_time,bandwidth_utilization,p_delay,p_loss,p_mddl
293,0,0.008,1,-1.93645,960,30,283.202,284.162,0.0810232,0.13,0,0.966667
294,0,0.008,1,-1.95324,934,30,284.176,285.11,0.0640623,0.13,0,0.966667
295,0,0.008,1,-1.94545,929,30,285.124,286.053,0.0719342,0.13,0,0.966667
296,0,0.008,1,-1.94688,993,30,286.068,287.061,0.0704949,0.13,0,0.966667
297,0,0.008,1,-1.94541,1029,30,287.042,288.071,0.0719792,0.13,0,0.966667
298,0,0.008,1,-1.94668,986,30,288.085,289.071,0.0706933,0.13,0,0.966667
299,0,0.008,1,-1.92653,934,30,289.085,290.019,0.091051,0.13,0,0.966667
300,0,0.008,1,-1.9378,947,30,290.031,290.978,0.0796668,0.13,0,0.966667
301,0,0.008,1,-1.95826,950,30,290.993,291.943,0.058993,0.13,0,0.966667
302,0,0.008,1,-1.9561,944,30,291.957,292.901,0.0611764,0.13,0,0.966667
303,0,0.008,1,-1.93353,976,30,292.916,293.892,0.0839747,0.13,0,0.966667
304,0,0.008,1,-1.94144,998,30,293.873,294.871,0.075985,0.13,0,0.966667
305,0,0.008,1,-1.93514,943,30,294.869,295.812,0.0823498,0.13,0,0.966667
306,0,0.008,1,-1.97361,1026,30,295.826,296.852,0.0434909,0.13,0,0.966667
307,0,0.008,1,-1.96716,990,30,296.864,297.854,0.0500083,0.13,0,0.966667
308,0,0.008,1,-1.93116,828,30,297.919,298.747,0.0863654,0.13,0,0.966667
309,0,0.008,1,-1.95199,961,30,298.762,299.723,0.0653305,0.13,0,0.966667
310,0,0.008,1,-1.95099,996,30,299.738,300.734,0.0663393,0.13,0,0.966667
311,0,0.008,1,-1.95099,985,30,300.749,301.734,0.0663393,0.13,0,0.966667
312,0,0.008,1,-1.95099,937,30,301.748,302.685,0.0663393,0.13,0,0.966667
313,0,0.008,1,-1.95099,939,30,302.698,303.637,0.0663393,0.13,0,0.966667
314,0,0.008,1,-1.95099,994,30,303.652,304.646,0.0663393,0.13,0,0.966667
315,0,0.008,1,-1.95099,948,30,304.644,305.592,0.0663393,0.13,0,0.966667
316,0,0.008,1,-1.95099,962,30,305.606,306.568,0.0663393,0.13,0,0.966667
317,0,0.008,1,-1.95099,961,30,306.583,307.544,0.0663393,0.13,0,0.966667
318,0,0.008,1,-1.95099,907,30,307.612,308.519,0.0663393,0.13,0,0.966667
319,0,0.008,1,-1.95099,962,30,308.534,309.496,0.0663393,0.13,0,0.966667
