# Rt Group Reward Records - Total groups: 3002
# Initial μ: 0.5, Initial loss rate: 0.01
# Hybrid loss enabled: 1
frame_id,Rt_value,loss_rate,mu_used,avg_reward,group_delay_ms,packet_count,group_start_time,group_end_time,bandwidth_utilization,p_delay,p_loss,p_mddl
706,0,0.002,0.5,-0.771667,69,30,147.614,147.683,0.5,0.13,0,0.966667
707,0,0.002,0.5,-0.771667,68,30,147.665,147.733,0.5,0.13,0,0.966667
708,0,0.002,0.5,-0.771667,75,30,147.715,147.79,0.5,0.13,0,0.966667
709,0,0.002,0.5,-0.771667,73,30,147.772,147.845,0.5,0.13,0,0.966667
710,0,0.002,0.5,-0.771667,77,30,147.827,147.904,0.5,0.13,0,0.966667
711,0,0.002,0.5,-0.771667,75,30,147.886,147.961,0.5,0.13,0,0.966667
712,0,0.002,0.5,-0.771667,73,30,147.943,148.016,0.5,0.13,0,0.966667
713,0,0.002,0.5,-0.771667,76,30,147.998,148.074,0.5,0.13,0,0.966667
714,0,0.002,0.5,-0.771667,75,30,148.056,148.131,0.5,0.13,0,0.966667
715,0,0.002,0.5,-0.771667,74,30,148.113,148.187,0.5,0.13,0,0.966667
716,0,0.002,0.5,-0.771667,75,30,148.169,148.244,0.5,0.13,0,0.966667
717,0,0.002,0.5,-0.771667,77,30,148.228,148.305,0.5,0.13,0,0.966667
718,0,0.002,0.5,-0.771667,75,30,148.287,148.362,0.5,0.13,0,0.966667
719,0,0.002,0.5,-0.771667,73,30,148.344,148.417,0.5,0.13,0,0.966667
720,0,0.002,0.5,-0.771667,75,30,148.399,148.474,0.5,0.13,0,0.966667
721,0,0.002,0.5,-0.771667,73,30,148.456,148.529,0.5,0.13,0,0.966667
722,0,0.002,0.5,-0.771667,73,30,148.511,148.584,0.5,0.13,0,0.966667
723,0,0.002,0.5,-0.771667,74,30,148.566,148.64,0.5,0.13,0,0.966667
724,0,0.002,0.5,-0.771667,73,30,148.622,148.695,0.5,0.13,0,0.966667
725,0,0.002,0.5,-0.771667,75,30,148.677,148.752,0.5,0.13,0,0.966667
726,0,0.002,0.5,-0.771667,73,30,148.734,148.807,0.5,0.13,0,0.966667
727,0,0.002,0.5,-0.771667,73,30,148.789,148.862,0.5,0.13,0,0.966667
728,0,0.002,0.5,-0.771667,75,30,148.844,148.919,0.5,0.13,0,0.966667
729,0,0.002,0.5,-0.771667,75,30,148.901,148.976,0.5,0.13,0,0.966667
730,0,0.002,0.5,-0.771667,75,30,148.958,149.033,0.5,0.13,0,0.966667
731,0,0.002,0.5,-0.771667,75,30,149.015,149.09,0.5,0.13,0,0.966667
732,0,0.002,0.5,-0.771667,73,30,149.072,149.145,0.5,0.13,0,0.966667
733,0,0.002,0.5,-0.771667,73,30,149.127,149.2,0.5,0.13,0,0.966667
734,0,0.002,0.5,-0.771667,75,30,149.182,149.257,0.5,0.13,0,0.966667
735,0,0.002,0.5,-0.771667,73,30,149.239,149.312,0.5,0.13,0,0.966667
736,0,0.002,0.5,-0.771667,73,30,149.294,149.367,0.5,0.13,0,0.966667
737,0,0.002,0.5,-0.771667,75,30,149.349,149.424,0.5,0.13,0,0.966667
738,0,0.002,0.5,-0.771667,73,30,149.406,149.479,0.5,0.13,0,0.966667
739,0,0.002,0.5,-0.771667,75,30,149.461,149.536,0.5,0.13,0,0.966667
740,0,0.002,0.5,-0.771667,79,30,149.518,149.597,0.5,0.13,0,0.966667
741,0,0.002,0.5,-0.771667,77,30,149.579,149.656,0.5,0.13,0,0.966667
742,0,0.002,0.5,-0.771667,78,30,149.638,149.716,0.5,0.13,0,0.966667
743,0,0.002,0.5,-0.771667,78,30,149.697,149.775,0.5,0.13,0,0.966667
744,0,0.002,0.5,-0.771667,75,30,149.757,149.832,0.5,0.13,0,0.966667
745,0,0.002,0.5,-0.771667,77,30,149.814,149.891,0.5,0.13,0,0.966667
746,0,0.002,0.5,-0.771667,74,30,149.873,149.947,0.5,0.13,0,0.966667
747,0,0.002,0.5,-0.771667,74,30,149.929,150.003,0.5,0.13,0,0.966667
748,0,0.002,0.5,-0.771667,77,30,149.985,150.062,0.5,0.13,0,0.966667
749,0,0.002,0.5,-0.771667,74,30,150.044,150.118,0.5,0.13,0,0.966667
750,0,0.002,0.5,-0.771667,74,30,150.1,150.174,0.5,0.13,0,0.966667
751,0,0.002,0.5,-0.771667,75,30,150.156,150.231,0.5,0.13,0,0.966667
752,0,0.002,0.5,-0.771667,72,30,150.213,150.285,0.5,0.13,0,0.966667
753,0,0.002,0.5,-0.771667,77,30,150.267,150.344,0.5,0.13,0,0.966667
754,0,0.002,0.5,-0.771667,75,30,150.324,150.399,0.5,0.13,0,0.966667
755,0,0.002,0.5,-0.771667,74,30,150.381,150.455,0.5,0.13,0,0.966667
756,0,0.002,0.5,-0.771667,73,30,150.437,150.51,0.5,0.13,0,0.966667
757,0,0.002,0.5,-0.771667,76,30,150.492,150.568,0.5,0.13,0,0.966667
758,0,0.002,0.5,-0.771667,77,30,150.55,150.627,0.5,0.13,0,0.966667
759,0,0.002,0.5,-0.771667,75,30,150.609,150.684,0.5,0.13,0,0.966667
760,0,0.002,0.5,-0.771667,77,30,150.666,150.743,0.5,0.13,0,0.966667
761,0,0.002,0.5,-0.771667,73,30,150.725,150.798,0.5,0.13,0,0.966667
762,0,0.002,0.5,-0.771667,73,30,150.78,150.853,0.5,0.13,0,0.966667
763,0,0.002,0.5,-0.771667,73,30,150.835,150.908,0.5,0.13,0,0.966667
764,0,0.002,0.5,-0.771667,73,30,150.89,150.963,0.5,0.13,0,0.966667
765,0,0.002,0.5,-0.771667,74,30,150.945,151.019,0.5,0.13,0,0.966667
766,0,0.002,0.5,-0.771667,75,30,151.001,151.076,0.5,0.13,0,0.966667
767,0,0.002,0.5,-0.771667,73,30,151.058,151.131,0.5,0.13,0,0.966667
768,0,0.002,0.5,-0.771667,76,30,151.113,151.189,0.5,0.13,0,0.966667
769,0,0.002,0.5,-0.771667,73,30,151.171,151.244,0.5,0.13,0,0.966667
770,0,0.002,0.5,-0.771667,75,30,151.226,151.301,0.5,0.13,0,0.966667
771,0,0.002,0.5,-0.771667,73,30,151.282,151.355,0.5,0.13,0,0.966667
772,0,0.002,0.5,-0.771667,74,30,151.337,151.411,0.5,0.13,0,0.966667
773,0,0.002,0.5,-0.771667,75,30,151.393,151.468,0.5,0.13,0,0.966667
774,0,0.002,0.5,-0.771667,74,30,151.448,151.522,0.5,0.13,0,0.966667
775,0,0.002,0.5,-0.771667,74,30,151.504,151.578,0.5,0.13,0,0.966667
776,0,0.002,0.5,-0.771667,74,30,151.56,151.634,0.5,0.13,0,0.966667
777,0,0.002,0.5,-0.771667,76,30,151.616,151.692,0.5,0.13,0,0.966667
778,0,0.002,0.5,-0.771667,78,30,151.674,151.752,0.5,0.13,0,0.966667
779,0,0.002,0.5,-0.771667,75,30,151.733,151.808,0.5,0.13,0,0.966667
780,0,0.002,0.5,-0.771667,76,30,151.789,151.865,0.5,0.13,0,0.966667
781,0,0.002,0.5,-0.771667,76,30,151.847,151.923,0.5,0.13,0,0.966667
782,0,0.002,0.5,-0.771667,76,30,151.905,151.981,0.5,0.13,0,0.966667
783,0,0.002,0.5,-0.771667,76,30,151.963,152.039,0.5,0.13,0,0.966667
784,0,0.002,0.5,-0.771667,79,30,152.021,152.1,0.5,0.13,0,0.966667
785,0,0.002,0.5,-0.771667,76,30,152.082,152.158,0.5,0.13,0,0.966667
786,0,0.002,0.5,-0.771667,75,30,152.14,152.215,0.5,0.13,0,0.966667
787,0,0.002,0.5,-0.771667,74,30,152.197,152.271,0.5,0.13,0,0.966667
788,0,0.002,0.5,-0.771667,72,30,152.253,152.325,0.5,0.13,0,0.966667
789,0,0.002,0.5,-0.771667,73,30,152.307,152.38,0.5,0.13,0,0.966667
790,0,0.002,0.5,-0.771667,72,30,152.362,152.434,0.5,0.13,0,0.966667
791,0,0.002,0.5,-0.771667,74,30,152.416,152.49,0.5,0.13,0,0.966667
792,0,0.002,0.5,-0.771667,74,30,152.47,152.544,0.5,0.13,0,0.966667
793,0,0.002,0.5,-0.771667,74,30,152.526,152.6,0.5,0.13,0,0.966667
794,0,0.002,0.5,-0.771667,72,30,152.582,152.654,0.5,0.13,0,0.966667
795,0,0.002,0.5,-0.771667,72,30,152.636,152.708,0.5,0.13,0,0.966667
796,0,0.002,0.5,-0.771667,76,30,152.69,152.766,0.5,0.13,0,0.966667
797,0,0.002,0.5,-0.771667,74,30,152.748,152.822,0.5,0.13,0,0.966667
798,0,0.002,0.5,-0.771667,74,30,152.804,152.878,0.5,0.13,0,0.966667
799,0,0.002,0.5,-0.771667,72,30,152.86,152.932,0.5,0.13,0,0.966667
800,0,0.002,0.5,-0.771667,76,30,152.914,152.99,0.5,0.13,0,0.966667
801,0,0.002,0.5,-0.771667,72,30,152.972,153.044,0.5,0.13,0,0.966667
802,0,0.002,0.5,-0.771667,74,30,153.026,153.1,0.5,0.13,0,0.966667
803,0,0.002,0.5,-0.771667,74,30,153.082,153.156,0.5,0.13,0,0.966667
804,0,0.002,0.5,-0.771667,74,30,153.138,153.212,0.5,0.13,0,0.966667
805,0,0.002,0.5,-0.771667,75,30,153.194,153.269,0.5,0.13,0,0.966667
806,0,0.002,0.5,-0.771667,73,30,153.251,153.324,0.5,0.13,0,0.966667
807,0,0.002,0.5,-0.771667,72,30,153.306,153.378,0.5,0.13,0,0.966667
808,0,0.002,0.5,-0.771667,74,30,153.36,153.434,0.5,0.13,0,0.966667
809,0,0.002,0.5,-0.771667,73,30,153.416,153.489,0.5,0.13,0,0.966667
810,0,0.002,0.5,-0.771667,74,30,153.471,153.545,0.5,0.13,0,0.966667
811,0,0.002,0.5,-0.771667,74,30,153.527,153.601,0.5,0.13,0,0.966667
812,0,0.002,0.5,-0.771667,74,30,153.581,153.655,0.5,0.13,0,0.966667
813,0,0.002,0.5,-0.771667,72,30,153.637,153.709,0.5,0.13,0,0.966667
814,0,0.002,0.5,-0.771667,74,30,153.691,153.765,0.5,0.13,0,0.966667
815,0,0.002,0.5,-0.771667,72,30,153.747,153.819,0.5,0.13,0,0.966667
816,0,0.002,0.5,-0.771667,73,30,153.801,153.874,0.5,0.13,0,0.966667
817,0,0.002,0.5,-0.771667,74,30,153.856,153.93,0.5,0.13,0,0.966667
818,0,0.002,0.5,-0.771667,73,30,153.912,153.985,0.5,0.13,0,0.966667
819,0,0.002,0.5,-0.771667,73,30,153.967,154.04,0.5,0.13,0,0.966667
820,0,0.002,0.5,-0.771667,74,30,154.022,154.096,0.5,0.13,0,0.966667
821,0,0.002,0.5,-0.771667,73,30,154.078,154.151,0.5,0.13,0,0.966667
822,0,0.002,0.5,-0.771667,75,30,154.133,154.208,0.5,0.13,0,0.966667
823,0,0.002,0.5,-0.771667,75,30,154.19,154.265,0.5,0.13,0,0.966667
824,0,0.002,0.5,-0.771667,75,30,154.247,154.322,0.5,0.13,0,0.966667
825,0,0.002,0.5,-0.771667,73,30,154.304,154.377,0.5,0.13,0,0.966667
826,0,0.002,0.5,-0.771667,75,30,154.359,154.434,0.5,0.13,0,0.966667
827,0,0.002,0.5,-0.771667,73,30,154.416,154.489,0.5,0.13,0,0.966667
828,0,0.002,0.5,-0.771667,76,30,154.471,154.547,0.5,0.13,0,0.966667
829,0,0.002,0.5,-0.771667,75,30,154.529,154.604,0.5,0.13,0,0.966667
830,0,0.002,0.5,-0.771667,77,30,154.586,154.663,0.5,0.13,0,0.966667
831,0,0.002,0.5,-0.771667,73,30,154.644,154.717,0.5,0.13,0,0.966667
832,0,0.002,0.5,-0.771667,73,30,154.699,154.772,0.5,0.13,0,0.966667
833,0,0.002,0.5,-0.771667,75,30,154.756,154.831,0.5,0.13,0,0.966667
834,0,0.002,0.5,-0.771667,78,30,154.813,154.891,0.5,0.13,0,0.966667
835,0,0.002,0.5,-0.771667,75,30,154.873,154.948,0.5,0.13,0,0.966667
836,0,0.002,0.5,-0.771667,73,30,154.93,155.003,0.5,0.13,0,0.966667
837,0,0.002,0.5,-0.771667,73,30,154.985,155.058,0.5,0.13,0,0.966667
838,0,0.002,0.5,-0.771667,72,30,155.039,155.111,0.5,0.13,0,0.966667
839,0,0.002,0.5,-0.771667,71,30,155.092,155.163,0.5,0.13,0,0.966667
840,0,0.002,0.5,-0.771667,75,30,155.145,155.22,0.5,0.13,0,0.966667
841,0,0.002,0.5,-0.771667,76,30,155.202,155.278,0.5,0.13,0,0.966667
842,0,0.002,0.5,-0.771667,79,30,155.26,155.339,0.5,0.13,0,0.966667
843,0,0.002,0.5,-0.771667,71,30,155.321,155.392,0.5,0.13,0,0.966667
844,0,0.002,0.5,-0.771667,70,30,155.374,155.444,0.5,0.13,0,0.966667
845,0,0.002,0.5,-0.771667,70,30,155.425,155.495,0.5,0.13,0,0.966667
846,0,0.002,0.5,-0.771667,75,30,155.477,155.552,0.5,0.13,0,0.966667
847,0,0.002,0.5,-0.771667,73,30,155.534,155.607,0.5,0.13,0,0.966667
848,0,0.002,0.5,-0.771667,75,30,155.589,155.664,0.5,0.13,0,0.966667
849,0,0.002,0.5,-0.771667,75,30,155.646,155.721,0.5,0.13,0,0.966667
850,0,0.002,0.5,-0.771667,73,30,155.703,155.776,0.5,0.13,0,0.966667
851,0,0.002,0.5,-0.771667,75,30,155.758,155.833,0.5,0.13,0,0.966667
852,0,0.002,0.5,-0.771667,74,30,155.815,155.889,0.5,0.13,0,0.966667
853,0,0.002,0.5,-0.771667,73,30,155.871,155.944,0.5,0.13,0,0.966667
854,0,0.002,0.5,-0.771667,74,30,155.926,156,0.5,0.13,0,0.966667
855,0,0.002,0.5,-0.771667,73,30,155.982,156.055,0.5,0.13,0,0.966667
856,0,0.002,0.5,-0.771667,73,30,156.037,156.11,0.5,0.13,0,0.966667
857,0,0.002,0.5,-0.771667,75,30,156.092,156.167,0.5,0.13,0,0.966667
858,0,0.002,0.5,-0.771667,74,30,156.149,156.223,0.5,0.13,0,0.966667
859,0,0.002,0.5,-0.771667,76,30,156.205,156.281,0.5,0.13,0,0.966667
860,0,0.002,0.5,-0.771667,76,30,156.263,156.339,0.5,0.13,0,0.966667
861,0,0.002,0.5,-0.771667,72,30,156.321,156.393,0.5,0.13,0,0.966667
862,0,0.002,0.5,-0.771667,72,30,156.375,156.447,0.5,0.13,0,0.966667
863,0,0.002,0.5,-0.771667,74,30,156.429,156.503,0.5,0.13,0,0.966667
864,0,0.002,0.5,-0.771667,73,30,156.485,156.558,0.5,0.13,0,0.966667
865,0,0.002,0.5,-0.771667,72,30,156.54,156.612,0.5,0.13,0,0.966667
866,0,0.002,0.5,-0.771667,74,30,156.594,156.668,0.5,0.13,0,0.966667
867,0,0.002,0.5,-0.771667,73,30,156.65,156.723,0.5,0.13,0,0.966667
868,0,0.002,0.5,-0.771667,74,30,156.705,156.779,0.5,0.13,0,0.966667
869,0,0.002,0.5,-0.771667,73,30,156.761,156.834,0.5,0.13,0,0.966667
870,0,0.002,0.5,-0.771667,74,30,156.816,156.89,0.5,0.13,0,0.966667
871,0,0.002,0.5,-0.771667,73,30,156.872,156.945,0.5,0.13,0,0.966667
872,0,0.002,0.5,-0.771667,75,30,156.927,157.002,0.5,0.13,0,0.966667
873,0,0.002,0.5,-0.771667,72,30,156.984,157.056,0.5,0.13,0,0.966667
874,0,0.002,0.5,-0.771667,77,30,157.038,157.115,0.5,0.13,0,0.966667
875,0,0.002,0.5,-0.771667,73,30,157.096,157.169,0.5,0.13,0,0.966667
876,0,0.002,0.5,-0.771667,72,30,157.151,157.223,0.5,0.13,0,0.966667
877,0,0.002,0.5,-0.771667,73,30,157.205,157.278,0.5,0.13,0,0.966667
878,0,0.002,0.5,-0.771667,73,30,157.26,157.333,0.5,0.13,0,0.966667
879,0,0.002,0.5,-0.771667,75,30,157.315,157.39,0.5,0.13,0,0.966667
880,0,0.002,0.5,-0.771667,75,30,157.37,157.445,0.5,0.13,0,0.966667
881,0,0.002,0.5,-0.771667,73,30,157.427,157.5,0.5,0.13,0,0.966667
882,0,0.002,0.5,-0.771667,73,30,157.482,157.555,0.5,0.13,0,0.966667
883,0,0.002,0.5,-0.771667,72,30,157.537,157.609,0.5,0.13,0,0.966667
884,0,0.002,0.5,-0.771667,74,30,157.591,157.665,0.5,0.13,0,0.966667
885,0,0.002,0.5,-0.771667,75,30,157.646,157.721,0.5,0.13,0,0.966667
886,0,0.002,0.5,-0.771667,73,30,157.703,157.776,0.5,0.13,0,0.966667
887,0,0.002,0.5,-0.771667,73,30,157.758,157.831,0.5,0.13,0,0.966667
888,0,0.002,0.5,-0.771667,75,30,157.813,157.888,0.5,0.13,0,0.966667
889,0,0.002,0.5,-0.771667,75,30,157.87,157.945,0.5,0.13,0,0.966667
890,0,0.002,0.5,-0.771667,75,30,157.927,158.002,0.5,0.13,0,0.966667
891,0,0.002,0.5,-0.771667,77,30,157.984,158.061,0.5,0.13,0,0.966667
892,0,0.002,0.5,-0.771667,74,30,158.043,158.117,0.5,0.13,0,0.966667
893,0,0.002,0.5,-0.771667,73,30,158.099,158.172,0.5,0.13,0,0.966667
894,0,0.002,0.5,-0.771667,75,30,158.154,158.229,0.5,0.13,0,0.966667
895,0,0.002,0.5,-0.771667,73,30,158.211,158.284,0.5,0.13,0,0.966667
896,0,0.002,0.5,-0.771667,74,30,158.266,158.34,0.5,0.13,0,0.966667
897,0,0.002,0.5,-0.771667,75,30,158.322,158.397,0.5,0.13,0,0.966667
898,0,0.002,0.5,-0.771667,73,30,158.379,158.452,0.5,0.13,0,0.966667
899,0,0.002,0.5,-0.771667,73,30,158.434,158.507,0.5,0.13,0,0.966667
900,0,0.002,0.5,-0.771667,75,30,158.489,158.564,0.5,0.13,0,0.966667
901,0,0.002,0.5,-0.771667,73,30,158.546,158.619,0.5,0.13,0,0.966667
902,0,0.002,0.5,-0.771667,76,30,158.601,158.677,0.5,0.13,0,0.966667
903,0,0.002,0.5,-0.771667,73,30,158.659,158.732,0.5,0.13,0,0.966667
904,0,0.002,0.5,-0.771667,75,30,158.714,158.789,0.5,0.13,0,0.966667
905,0,0.002,0.5,-0.771667,80,30,158.771,158.851,0.5,0.13,0,0.966667
906,0,0.002,0.5,-0.771667,77,30,158.833,158.91,0.5,0.13,0,0.966667
907,0,0.002,0.5,-0.771667,73,30,158.892,158.965,0.5,0.13,0,0.966667
908,0,0.002,0.5,-0.771667,73,30,158.947,159.02,0.5,0.13,0,0.966667
909,0,0.002,0.5,-0.771667,75,30,159.002,159.077,0.5,0.13,0,0.966667
910,0,0.002,0.5,-0.771667,76,30,159.059,159.135,0.5,0.13,0,0.966667
911,0,0.002,0.5,-0.771667,73,30,159.117,159.19,0.5,0.13,0,0.966667
912,0,0.002,0.5,-0.771667,77,30,159.172,159.249,0.5,0.13,0,0.966667
913,0,0.002,0.5,-0.771667,75,30,159.231,159.306,0.5,0.13,0,0.966667
914,0,0.002,0.5,-0.771667,74,30,159.288,159.362,0.5,0.13,0,0.966667
915,0,0.002,0.5,-0.771667,75,30,159.344,159.419,0.5,0.13,0,0.966667
916,0,0.002,0.5,-0.771667,77,30,159.399,159.476,0.5,0.13,0,0.966667
917,0,0.002,0.5,-0.771667,73,30,159.458,159.531,0.5,0.13,0,0.966667
918,0,0.002,0.5,-0.771667,74,30,159.513,159.587,0.5,0.13,0,0.966667
919,0,0.002,0.5,-0.771667,75,30,159.569,159.644,0.5,0.13,0,0.966667
920,0,0.002,0.5,-0.771667,74,30,159.626,159.7,0.5,0.13,0,0.966667
921,0,0.002,0.5,-0.771667,76,30,159.681,159.757,0.5,0.13,0,0.966667
922,0,0.002,0.5,-0.771667,75,30,159.739,159.814,0.5,0.13,0,0.966667
923,0,0.002,0.5,-0.771667,79,30,159.796,159.875,0.5,0.13,0,0.966667
924,0,0.002,0.5,-0.771667,77,30,159.857,159.934,0.5,0.13,0,0.966667
925,0,0.002,0.5,-0.771667,74,30,159.916,159.99,0.5,0.13,0,0.966667
926,0,0.002,0.5,-0.771667,77,30,159.972,160.049,0.5,0.13,0,0.966667
927,0,0.002,0.5,-0.771667,79,30,160.031,160.11,0.5,0.13,0,0.966667
928,0,0.002,0.5,-0.771667,76,30,160.092,160.168,0.5,0.13,0,0.966667
929,0,0.002,0.5,-0.771667,75,30,160.15,160.225,0.5,0.13,0,0.966667
930,0,0.002,0.5,-0.771667,74,30,160.207,160.281,0.5,0.13,0,0.966667
931,0,0.002,0.5,-0.771667,73,30,160.263,160.336,0.5,0.13,0,0.966667
932,0,0.002,0.5,-0.771667,77,30,160.318,160.395,0.5,0.13,0,0.966667
933,0,0.002,0.5,-0.771667,74,30,160.377,160.451,0.5,0.13,0,0.966667
934,0,0.002,0.5,-0.771667,73,30,160.433,160.506,0.5,0.13,0,0.966667
935,0,0.002,0.5,-0.771667,75,30,160.488,160.563,0.5,0.13,0,0.966667
936,0,0.002,0.5,-0.771667,75,30,160.544,160.619,0.5,0.13,0,0.966667
937,0,0.002,0.5,-0.771667,73,30,160.601,160.674,0.5,0.13,0,0.966667
938,0,0.002,0.5,-0.771667,75,30,160.656,160.731,0.5,0.13,0,0.966667
939,0,0.002,0.5,-0.771667,74,30,160.713,160.787,0.5,0.13,0,0.966667
940,0,0.002,0.5,-0.771667,73,30,160.769,160.842,0.5,0.13,0,0.966667
941,0,0.002,0.5,-0.771667,76,30,160.824,160.9,0.5,0.13,0,0.966667
942,0,0.002,0.5,-0.771667,75,30,160.88,160.955,0.5,0.13,0,0.966667
943,0,0.002,0.5,-0.771667,74,30,160.937,161.011,0.5,0.13,0,0.966667
944,0,0.002,0.5,-0.771667,75,30,160.993,161.068,0.5,0.13,0,0.966667
945,0,0.002,0.5,-0.771667,73,30,161.05,161.123,0.5,0.13,0,0.966667
946,0,0.002,0.5,-0.771667,74,30,161.105,161.179,0.5,0.13,0,0.966667
947,0,0.002,0.5,-0.771667,77,30,161.161,161.238,0.5,0.13,0,0.966667
948,0,0.002,0.5,-0.771667,74,30,161.22,161.294,0.5,0.13,0,0.966667
949,0,0.002,0.5,-0.771667,73,30,161.276,161.349,0.5,0.13,0,0.966667
950,0,0.002,0.5,-0.771667,75,30,161.331,161.406,0.5,0.13,0,0.966667
951,0,0.002,0.5,-0.771667,78,30,161.388,161.466,0.5,0.13,0,0.966667
952,0,0.002,0.5,-0.771667,75,30,161.448,161.523,0.5,0.13,0,0.966667
953,0,0.002,0.5,-0.771667,76,30,161.505,161.581,0.5,0.13,0,0.966667
954,0,0.002,0.5,-0.771667,75,30,161.563,161.638,0.5,0.13,0,0.966667
955,0,0.002,0.5,-0.771667,75,30,161.62,161.695,0.5,0.13,0,0.966667
956,0,0.002,0.5,-0.771667,75,30,161.677,161.752,0.5,0.13,0,0.966667
957,0,0.002,0.5,-0.771667,74,30,161.734,161.808,0.5,0.13,0,0.966667
958,0,0.002,0.5,-0.771667,73,30,161.79,161.863,0.5,0.13,0,0.966667
959,0,0.002,0.5,-0.771667,78,30,161.845,161.923,0.5,0.13,0,0.966667
960,0,0.002,0.5,-0.771667,75,30,161.903,161.978,0.5,0.13,0,0.966667
961,0,0.002,0.5,-0.771667,74,30,161.96,162.034,0.5,0.13,0,0.966667
962,0,0.002,0.5,-0.771667,76,30,162.015,162.091,0.5,0.13,0,0.966667
963,0,0.002,0.5,-0.771667,77,30,162.073,162.15,0.5,0.13,0,0.966667
964,0,0.002,0.5,-0.771667,74,30,162.132,162.206,0.5,0.13,0,0.966667
965,0,0.002,0.5,-0.771667,83,30,162.188,162.271,0.5,0.13,0,0.966667
966,0,0.002,0.5,-0.771667,78,30,162.253,162.331,0.5,0.13,0,0.966667
967,0,0.002,0.5,-0.771667,75,30,162.311,162.386,0.5,0.13,0,0.966667
968,0,0.002,0.5,-0.771667,74,30,162.368,162.442,0.5,0.13,0,0.966667
969,0,0.002,0.5,-0.771667,75,30,162.424,162.499,0.5,0.13,0,0.966667
970,0,0.002,0.5,-0.771667,74,30,162.481,162.555,0.5,0.13,0,0.966667
971,0,0.002,0.5,-0.771667,73,30,162.537,162.61,0.5,0.13,0,0.966667
972,0,0.002,0.5,-0.771667,75,30,162.592,162.667,0.5,0.13,0,0.966667
973,0,0.002,0.5,-0.771667,73,30,162.649,162.722,0.5,0.13,0,0.966667
974,0,0.002,0.5,-0.771667,76,30,162.704,162.78,0.5,0.13,0,0.966667
975,0,0.002,0.5,-0.771667,75,30,162.762,162.837,0.5,0.13,0,0.966667
976,0,0.002,0.5,-0.771667,73,30,162.819,162.892,0.5,0.13,0,0.966667
977,0,0.002,0.5,-0.771667,73,30,162.874,162.947,0.5,0.13,0,0.966667
978,0,0.002,0.5,-0.771667,75,30,162.929,163.004,0.5,0.13,0,0.966667
979,0,0.002,0.5,-0.771667,75,30,162.984,163.059,0.5,0.13,0,0.966667
980,0,0.002,0.5,-0.771667,73,30,163.04,163.113,0.5,0.13,0,0.966667
981,0,0.002,0.5,-0.771667,75,30,163.095,163.17,0.5,0.13,0,0.966667
982,0,0.002,0.5,-0.771667,73,30,163.152,163.225,0.5,0.13,0,0.966667
983,0,0.002,0.5,-0.771667,77,30,163.206,163.283,0.5,0.13,0,0.966667
984,0,0.002,0.5,-0.771667,73,30,163.265,163.338,0.5,0.13,0,0.966667
985,0,0.002,0.5,-0.771667,73,30,163.32,163.393,0.5,0.13,0,0.966667
986,0,0.002,0.5,-0.771667,75,30,163.375,163.45,0.5,0.13,0,0.966667
987,0,0.002,0.5,-0.771667,73,30,163.432,163.505,0.5,0.13,0,0.966667
988,0,0.002,0.5,-0.771667,73,30,163.487,163.56,0.5,0.13,0,0.966667
989,0,0.002,0.5,-0.771667,75,30,163.542,163.617,0.5,0.13,0,0.966667
990,0,0.002,0.5,-0.771667,75,30,163.599,163.674,0.5,0.13,0,0.966667
991,0,0.002,0.5,-0.771667,73,30,163.656,163.729,0.5,0.13,0,0.966667
992,0,0.002,0.5,-0.771667,75,30,163.711,163.786,0.5,0.13,0,0.966667
993,0,0.002,0.5,-0.771667,75,30,163.768,163.843,0.5,0.13,0,0.966667
994,0,0.002,0.5,-0.771667,73,30,163.825,163.898,0.5,0.13,0,0.966667
995,0,0.002,0.5,-0.771667,73,30,163.88,163.953,0.5,0.13,0,0.966667
996,0,0.002,0.5,-0.771667,77,30,163.935,164.012,0.5,0.13,0,0.966667
997,0,0.002,0.5,-0.771667,73,30,163.994,164.067,0.5,0.13,0,0.966667
998,0,0.002,0.5,-0.771667,75,30,164.049,164.124,0.5,0.13,0,0.966667
999,0,0.002,0.5,-0.771667,75,30,164.106,164.181,0.5,0.13,0,0.966667
1000,0,0.002,0.5,-0.771667,72,30,164.163,164.235,0.5,0.13,0,0.966667
1001,0,0.002,0.5,-0.771667,73,30,164.217,164.29,0.5,0.13,0,0.966667
1002,0,0.002,0.5,-0.771667,75,30,164.272,164.347,0.5,0.13,0,0.966667
1003,0,0.002,0.5,-0.771667,74,30,164.329,164.403,0.5,0.13,0,0.966667
1004,0,0.002,0.5,-0.771667,77,30,164.383,164.46,0.5,0.13,0,0.966667
1005,0,0.002,0.5,-0.771667,73,30,164.442,164.515,0.5,0.13,0,0.966667
1006,0,0.002,0.5,-0.771667,74,30,164.497,164.571,0.5,0.13,0,0.966667
1007,0,0.002,0.5,-0.771667,77,30,164.553,164.63,0.5,0.13,0,0.966667
1008,0,0.002,0.5,-0.771667,74,30,164.612,164.686,0.5,0.13,0,0.966667
1009,0,0.002,0.5,-0.771667,75,30,164.668,164.743,0.5,0.13,0,0.966667
1010,0,0.002,0.5,-0.771667,74,30,164.725,164.799,0.5,0.13,0,0.966667
1011,0,0.002,0.5,-0.771667,75,30,164.781,164.856,0.5,0.13,0,0.966667
1012,0,0.002,0.5,-0.771667,74,30,164.838,164.912,0.5,0.13,0,0.966667
