# RL State Records - Total packets: 9600
# Initial μ: 1, Initial loss rate: 0.01
# Hybrid loss enabled: 1, Hybrid weight: 0.3
frame_id,packet_index,mu_used,Rt,loss_rate,reward,send_time,recivied_time,deadline,bandwidth_utilization,p_delay,p_loss,p_mddl,current_delay
3,1,1,0,0,-1.63508,1.538,1.558,0.233333,0.419109,0.13,0,1,20
3,2,1,0,0,-1.63508,1.554,1.574,0.233333,0.419109,0.13,0,1,20
3,3,1,0,0,-1.63508,1.571,1.591,0.233333,0.419109,0.13,0,1,20
3,4,1,0,0,-1.63348,1.588,1.608,0.233333,0.420725,0.13,0,1,20
3,5,1,0,0,-1.63348,1.605,1.625,0.233333,0.420725,0.13,0,1,20
3,6,1,0,0,-1.63188,1.623,1.643,0.233333,0.422347,0.13,0,1,20
3,7,1,0,0,-1.63188,1.638,1.658,0.233333,0.422347,0.13,0,1,20
3,8,1,0,0,-1.63188,1.639,1.659,0.233333,0.422347,0.13,0,1,20
3,9,1,0,0,-1.63188,1.657,1.677,0.233333,0.422347,0.13,0,1,20
3,10,1,0,0,-1.63188,1.674,1.694,0.233333,0.422347,0.13,0,1,20
3,11,1,0,0,-1.63026,1.69,1.71,0.233333,0.423975,0.13,0,1,20
3,12,1,0,0,-1.63026,1.708,1.728,0.233333,0.423975,0.13,0,1,20
3,13,1,0,0,-1.62865,1.725,1.745,0.233333,0.42561,0.13,0,1,20
3,14,1,0,0,-1.62865,1.742,1.762,0.233333,0.42561,0.13,0,1,20
3,15,1,0,0,-1.54681,1.759,1.779,0.233333,0.508269,0.13,0,1,20
3,16,1,0,0,-1.54681,1.776,1.796,0.233333,0.508269,0.13,0,1,20
3,17,1,0,0,-1.54487,1.809,1.829,0.233333,0.510229,0.13,0,1,20
3,18,1,0,0,-1.54293,1.826,1.846,0.233333,0.512197,0.13,0,1,20
3,19,1,0,0,-1.54293,1.843,1.863,0.233333,0.512197,0.13,0,1,20
3,20,1,0,0,-1.54293,1.86,1.88,0.233333,0.512197,0.13,0,1,20
3,21,1,0,0,-1.54293,1.878,1.898,0.233333,0.512197,0.13,0,1,20
3,22,1,0,0,-1.54097,1.893,1.913,0.233333,0.514171,0.13,0,1,20
3,23,1,0,0,-1.54097,1.911,1.931,0.233333,0.514171,0.13,0,1,20
3,24,1,0,0,-1.53901,1.927,1.947,0.233333,0.516153,0.13,0,1,20
3,25,1,0,0,-1.53901,1.944,1.964,0.233333,0.516153,0.13,0,1,20
3,26,1,0,0,-1.53901,1.96,1.98,0.233333,0.516153,0.13,0,1,20
3,27,1,0,0,-1.53901,1.977,1.997,0.233333,0.516153,0.13,0,1,20
3,28,1,0,0,-1.53901,1.994,2.014,0.233333,0.516153,0.13,0,1,20
3,29,1,0,0,-1.53901,1.994,2.014,0.233333,0.516153,0.13,0,1,20
4,0,1,0,0,-0.539008,2.013,2.033,0.266667,0.516153,0.13,0,0,20
4,1,1,0,0,-1.53901,2.03,2.05,0.266667,0.516153,0.13,0,1,20
4,2,1,0,0,-1.53901,2.047,2.067,0.266667,0.516153,0.13,0,1,20
4,3,1,0,0,-1.53901,2.063,2.083,0.266667,0.516153,0.13,0,1,20
4,4,1,0,0,-1.53901,2.079,2.099,0.266667,0.516153,0.13,0,1,20
4,5,1,0,0,-1.66909,2.102,2.122,0.266667,0.384753,0.13,0,1,20
4,6,1,0,0,-1.66909,2.124,2.144,0.266667,0.384753,0.13,0,1,20
4,7,1,0,0,-1.66909,2.147,2.167,0.266667,0.384753,0.13,0,1,20
4,8,1,0,0,-1.66909,2.162,2.182,0.266667,0.384753,0.13,0,1,20
4,9,1,0,0,-1.66909,2.179,2.199,0.266667,0.384753,0.13,0,1,20
4,10,1,0,0,-1.66909,2.195,2.215,0.266667,0.384753,0.13,0,1,20
4,11,1,0,0,-1.66909,2.211,2.231,0.266667,0.384753,0.13,0,1,20
4,12,1,0,0,-1.66945,2.229,2.249,0.266667,0.384393,0.13,0,1,20
4,13,1,0,0,-1.66945,2.246,2.266,0.266667,0.384393,0.13,0,1,20
4,14,1,0,0,-1.63944,2.261,2.281,0.266667,0.414705,0.13,0,1,20
4,15,1,0,0,-1.63944,2.279,2.299,0.266667,0.414705,0.13,0,1,20
4,16,1,0,0,-1.63944,2.296,2.316,0.266667,0.414705,0.13,0,1,20
4,17,1,0,0,-1.63944,2.313,2.333,0.266667,0.414705,0.13,0,1,20
4,18,1,0,0,-1.63944,2.329,2.349,0.266667,0.414705,0.13,0,1,20
4,19,1,0,0,-1.63944,2.346,2.366,0.266667,0.414705,0.13,0,1,20
4,20,1,0,0,-1.63944,2.363,2.383,0.266667,0.414705,0.13,0,1,20
4,21,1,0,0,-1.63944,2.363,2.383,0.266667,0.414705,0.13,0,1,20
4,22,1,0,0,-1.63944,2.381,2.401,0.266667,0.414705,0.13,0,1,20
4,23,1,0,0,-1.64941,2.398,2.418,0.266667,0.404632,0.13,0,1,20
4,24,1,0,0,-1.64941,2.414,2.434,0.266667,0.404632,0.13,0,1,20
4,25,1,0,0,-1.64941,2.432,2.452,0.266667,0.404632,0.13,0,1,20
4,26,1,0,0,-1.64941,2.45,2.47,0.266667,0.404632,0.13,0,1,20
4,27,1,0,0,-1.64941,2.466,2.486,0.266667,0.404632,0.13,0,1,20
4,28,1,0,0,-1.64941,2.483,2.503,0.266667,0.404632,0.13,0,1,20
4,29,1,0,0,-1.64941,2.5,2.52,0.266667,0.404632,0.13,0,1,20
5,0,1,0,0,-0.649415,2.516,2.536,0.3,0.404632,0.13,0,0,20
5,1,1,0,0,-1.64941,2.533,2.553,0.3,0.404632,0.13,0,1,20
5,2,1,0,0,-1.64941,2.549,2.569,0.3,0.404632,0.13,0,1,20
5,3,1,0,0,-1.64941,2.566,2.586,0.3,0.404632,0.13,0,1,20
5,4,1,0,0,-1.64866,2.583,2.603,0.3,0.405395,0.13,0,1,20
5,5,1,0,0,-1.64866,2.601,2.621,0.3,0.405395,0.13,0,1,20
5,6,1,0,0,-1.64866,2.617,2.637,0.3,0.405395,0.13,0,1,20
5,7,1,0,0,-1.64791,2.633,2.653,0.3,0.406152,0.13,0,1,20
5,8,1,0,0,-1.64791,2.65,2.67,0.3,0.406152,0.13,0,1,20
5,9,1,0,0,-1.64791,2.666,2.686,0.3,0.406152,0.13,0,1,20
5,10,1,0,0,-1.64717,2.683,2.703,0.3,0.406904,0.13,0,1,20
5,11,1,0,0,-1.64717,2.701,2.721,0.3,0.406904,0.13,0,1,20
5,13,1,0,0,-1.64717,2.717,2.737,0.3,0.406904,0.13,0,1,20
5,12,1,0,0,-1.64717,2.717,2.737,0.3,0.406904,0.13,0,1,20
5,14,1,0,0,-1.64643,2.735,2.755,0.3,0.407651,0.13,0,1,20
5,15,1,0,0,-1.4929,2.752,2.772,0.3,0.562732,0.13,0,1,20
5,16,1,0,0,-1.4929,2.768,2.788,0.3,0.562732,0.13,0,1,20
5,17,1,0,0,-1.49188,2.785,2.805,0.3,0.563756,0.13,0,1,20
5,18,1,0,0,-1.49188,2.801,2.821,0.3,0.563756,0.13,0,1,20
5,19,1,0,0,-1.49087,2.818,2.838,0.3,0.564777,0.13,0,1,20
5,20,1,0,0,-1.49087,2.835,2.855,0.3,0.564777,0.13,0,1,20
5,21,1,0,0,-1.49087,2.851,2.871,0.3,0.564777,0.13,0,1,20
5,22,1,0,0,-1.49087,2.868,2.888,0.3,0.564777,0.13,0,1,20
5,23,1,0,0,-1.48987,2.884,2.904,0.3,0.565791,0.13,0,1,20
5,24,1,0,0,-1.48987,2.901,2.921,0.3,0.565791,0.13,0,1,20
5,25,1,0,0,-1.48887,2.919,2.939,0.3,0.566802,0.13,0,1,20
5,26,1,0,0,-1.48887,2.935,2.955,0.3,0.566802,0.13,0,1,20
5,27,1,0,0,-1.48887,2.952,2.972,0.3,0.566802,0.13,0,1,20
5,28,1,0,0,-1.48887,2.968,2.988,0.3,0.566802,0.13,0,1,20
5,29,1,0,0,-1.48787,2.986,3.006,0.3,0.567807,0.13,0,1,20
6,0,1,0,0,-0.487871,3.002,3.022,0.333333,0.567807,0.13,0,0,20
6,1,1,0,0,-1.48688,3.023,3.043,0.333333,0.568805,0.13,0,1,20
6,2,1,0,0,-1.48688,3.039,3.059,0.333333,0.568805,0.13,0,1,20
6,3,1,0,0,-1.48688,3.056,3.076,0.333333,0.568805,0.13,0,1,20
6,4,1,0,0,-1.48688,3.073,3.093,0.333333,0.568805,0.13,0,1,20
6,5,1,0,0,-1.4859,3.091,3.111,0.333333,0.5698,0.13,0,1,20
6,6,1,0,0,-1.4859,3.107,3.127,0.333333,0.5698,0.13,0,1,20
6,7,1,0,0,-1.4859,3.108,3.128,0.333333,0.5698,0.13,0,1,20
6,8,1,0,0,-1.48492,3.125,3.145,0.333333,0.570789,0.13,0,1,20
6,9,1,0,0,-1.48492,3.142,3.162,0.333333,0.570789,0.13,0,1,20
6,10,1,0,0,-1.48492,3.16,3.18,0.333333,0.570789,0.13,0,1,20
6,11,1,0,0,-1.48492,3.176,3.196,0.333333,0.570789,0.13,0,1,20
6,12,1,0,0,-1.48395,3.193,3.213,0.333333,0.571771,0.13,0,1,20
6,13,1,0,0,-1.48395,3.21,3.23,0.333333,0.571771,0.13,0,1,20
6,14,1,0,0,-1.48298,3.228,3.248,0.333333,0.572751,0.13,0,1,20
6,15,1,0,0,-1.48298,3.245,3.265,0.333333,0.572751,0.13,0,1,20
6,16,1,0,0,-1.71798,3.262,3.282,0.333333,0.335369,0.13,0,1,20
6,17,1,0,0,-1.71798,3.278,3.298,0.333333,0.335369,0.13,0,1,20
6,18,1,0,0,-1.71742,3.295,3.315,0.333333,0.335939,0.13,0,1,20
6,19,1,0,0,-1.71742,3.313,3.333,0.333333,0.335939,0.13,0,1,20
6,20,1,0,0,-1.71687,3.33,3.35,0.333333,0.336497,0.13,0,1,20
6,21,1,0,0,-1.71687,3.346,3.366,0.333333,0.336497,0.13,0,1,20
6,22,1,0,0,-1.71687,3.364,3.384,0.333333,0.336497,0.13,0,1,20
6,23,1,0,0,-1.71687,3.38,3.4,0.333333,0.336497,0.13,0,1,20
6,24,1,0,0,-1.7163,3.397,3.417,0.333333,0.337073,0.13,0,1,20
6,25,1,0,0,-1.7163,3.415,3.435,0.333333,0.337073,0.13,0,1,20
6,26,1,0,0,-1.71574,3.432,3.452,0.333333,0.337635,0.13,0,1,20
6,27,1,0,0,-1.71574,3.448,3.468,0.333333,0.337635,0.13,0,1,20
6,28,1,0,0,-1.71574,3.466,3.486,0.333333,0.337635,0.13,0,1,20
6,29,1,0,0,-1.71574,3.482,3.502,0.333333,0.337635,0.13,0,1,20
7,0,1,0,0,-0.715189,3.499,3.519,0.366667,0.338193,0.13,0,0,20
7,1,1,0,0,-1.71519,3.513,3.533,0.366667,0.338193,0.13,0,1,20
7,2,1,0,0,-1.71464,3.529,3.549,0.366667,0.338747,0.13,0,1,20
7,3,1,0,0,-1.71464,3.546,3.566,0.366667,0.338747,0.13,0,1,20
7,4,1,0,0,-1.71464,3.563,3.583,0.366667,0.338747,0.13,0,1,20
7,5,1,0,0,-1.71464,3.563,3.583,0.366667,0.338747,0.13,0,1,20
7,6,1,0,0,-1.71464,3.581,3.601,0.366667,0.338747,0.13,0,1,20
7,7,1,0,0,-1.71409,3.597,3.617,0.366667,0.339298,0.13,0,1,20
7,8,1,0,0,-1.71409,3.614,3.634,0.366667,0.339298,0.13,0,1,20
7,9,1,0,0,-1.71355,3.631,3.651,0.366667,0.339848,0.13,0,1,20
7,10,1,0,0,-1.71355,3.649,3.669,0.366667,0.339848,0.13,0,1,20
7,11,1,0,0,-1.71355,3.665,3.685,0.366667,0.339848,0.13,0,1,20
7,12,1,0,0,-1.71301,3.683,3.703,0.366667,0.340396,0.13,0,1,20
7,13,1,0,0,-1.71301,3.699,3.719,0.366667,0.340396,0.13,0,1,20
7,14,1,0,0,-1.71301,3.717,3.737,0.366667,0.340396,0.13,0,1,20
7,15,1,0,0,-1.71247,3.733,3.753,0.366667,0.340944,0.13,0,1,20
7,16,1,0,0,-1.66383,3.75,3.77,0.366667,0.390072,0.13,0,1,20
7,17,1,0,0,-1.66383,3.768,3.788,0.366667,0.390072,0.13,0,1,20
7,18,1,0,0,-1.66321,3.785,3.805,0.366667,0.390697,0.13,0,1,20
7,19,1,0,0,-1.66321,3.802,3.822,0.366667,0.390697,0.13,0,1,20
7,20,1,0,0,-1.66259,3.819,3.839,0.366667,0.391321,0.13,0,1,20
7,21,1,0,0,-1.66259,3.835,3.855,0.366667,0.391321,0.13,0,1,20
7,22,1,0,0,-1.66259,3.852,3.872,0.366667,0.391321,0.13,0,1,20
7,23,1,0,0,-1.66259,3.87,3.89,0.366667,0.391321,0.13,0,1,20
7,24,1,0,0,-1.66198,3.886,3.906,0.366667,0.391943,0.13,0,1,20
7,25,1,0,0,-1.66198,3.903,3.923,0.366667,0.391943,0.13,0,1,20
7,26,1,0,0,-1.66136,3.92,3.94,0.366667,0.392563,0.13,0,1,20
7,27,1,0,0,-1.66136,3.937,3.957,0.366667,0.392563,0.13,0,1,20
7,28,1,0,0,-1.66136,3.955,3.975,0.366667,0.392563,0.13,0,1,20
7,29,1,0,0,-1.66136,3.971,3.991,0.366667,0.392563,0.13,0,1,20
8,0,1,0,0,-0.660749,3.989,4.009,0.4,0.393183,0.13,0,0,20
8,1,1,0,0,-1.66075,4.006,4.026,0.4,0.393183,0.13,0,1,20
8,2,1,0,0,-1.66014,4.024,4.044,0.4,0.393801,0.13,0,1,20
8,3,1,0,0,-1.66014,4.041,4.061,0.4,0.393801,0.13,0,1,20
8,4,1,0,0,-1.66014,4.059,4.079,0.4,0.393801,0.13,0,1,20
8,5,1,0,0,-1.66014,4.076,4.096,0.4,0.393801,0.13,0,1,20
8,6,1,0,0,-1.65952,4.092,4.112,0.4,0.39442,0.13,0,1,20
8,7,1,0,0,-1.65952,4.11,4.13,0.4,0.39442,0.13,0,1,20
8,8,1,0,0,-1.65891,4.127,4.147,0.4,0.395038,0.13,0,1,20
8,9,1,0,0,-1.65891,4.144,4.164,0.4,0.395038,0.13,0,1,20
8,10,1,0,0,-1.65891,4.161,4.181,0.4,0.395038,0.13,0,1,20
8,11,1,0,0,-1.65891,4.178,4.198,0.4,0.395038,0.13,0,1,20
8,12,1,0,0,-1.6583,4.194,4.214,0.4,0.395656,0.13,0,1,20
8,13,1,0,0,-1.6583,4.21,4.23,0.4,0.395656,0.13,0,1,20
8,14,1,0,0,-1.65769,4.227,4.247,0.4,0.396273,0.13,0,1,20
8,15,1,0,0,-1.65769,4.245,4.265,0.4,0.396273,0.13,0,1,20
8,16,1,0,0,-1.52112,4.261,4.281,0.4,0.534221,0.13,0,1,20
8,17,1,0,0,-1.52112,4.278,4.298,0.4,0.534221,0.13,0,1,20
8,18,1,0,0,-1.5203,4.295,4.315,0.4,0.535052,0.13,0,1,20
8,19,1,0,0,-1.5203,4.312,4.332,0.4,0.535052,0.13,0,1,20
8,20,1,0,0,-1.5203,4.327,4.347,0.4,0.535052,0.13,0,1,20
8,21,1,0,0,-1.5203,4.344,4.364,0.4,0.535052,0.13,0,1,20
8,22,1,0,0,-1.5203,4.361,4.381,0.4,0.535052,0.13,0,1,20
8,23,1,0,0,-1.5203,4.378,4.398,0.4,0.535052,0.13,0,1,20
8,24,1,0,0,-1.5203,4.394,4.414,0.4,0.535052,0.13,0,1,20
8,25,1,0,0,-1.5203,4.411,4.431,0.4,0.535052,0.13,0,1,20
8,26,1,0,0,-1.5203,4.427,4.447,0.4,0.535052,0.13,0,1,20
8,27,1,0,0,-1.5203,4.443,4.463,0.4,0.535052,0.13,0,1,20
8,28,1,0,0,-1.5203,4.459,4.479,0.4,0.535052,0.13,0,1,20
8,29,1,0,0,-1.5203,4.476,4.496,0.4,0.535052,0.13,0,1,20
9,0,1,0,0,-0.520299,4.477,4.497,0.433333,0.535052,0.13,0,0,20
9,1,1,0,0,-1.61771,4.497,4.517,0.433333,0.436652,0.13,0,1,20
9,2,1,0,0,-1.61771,4.521,4.541,0.433333,0.436652,0.13,0,1,20
9,3,1,0,0,-1.61771,4.54,4.56,0.433333,0.436652,0.13,0,1,20
9,4,1,0,0,-1.61771,4.561,4.581,0.433333,0.436652,0.13,0,1,20
9,5,1,0,0,-1.61771,4.58,4.6,0.433333,0.436652,0.13,0,1,20
9,6,1,0,0,-1.61771,4.601,4.621,0.433333,0.436652,0.13,0,1,20
9,7,1,0,0,-1.61771,4.621,4.641,0.433333,0.436652,0.13,0,1,20
9,8,1,0,0,-1.61771,4.641,4.661,0.433333,0.436652,0.13,0,1,20
9,9,1,0,0,-1.61771,4.679,4.699,0.433333,0.436652,0.13,0,1,20
9,10,1,0,0,-1.65228,4.712,4.732,0.433333,0.40174,0.13,0,1,20
9,11,1,0,0,-1.74446,4.748,4.768,0.433333,0.308628,0.13,0,1,20
9,12,1,0,0,-1.74446,4.783,4.803,0.433333,0.308628,0.13,0,1,20
9,13,1,0,0,-1.74446,4.819,4.839,0.433333,0.308628,0.13,0,1,20
9,14,1,0,0,-1.74446,4.853,4.873,0.433333,0.308628,0.13,0,1,20
9,15,1,0,0,-1.78202,4.885,4.905,0.433333,0.270683,0.13,0,1,20
9,16,1,0,0,-1.78202,4.922,4.942,0.433333,0.270683,0.13,0,1,20
9,17,1,0,0,-1.78202,4.96,4.98,0.433333,0.270683,0.13,0,1,20
9,18,1,0,0,-1.78202,4.961,4.981,0.433333,0.270683,0.13,0,1,20
9,19,1,0,0,-1.78202,4.998,5.018,0.433333,0.270683,0.13,0,1,20
9,20,1,0,0,-1.78202,5.033,5.053,0.433333,0.270683,0.13,0,1,20
9,21,1,0,0,-1.78202,5.069,5.089,0.433333,0.270683,0.13,0,1,20
9,22,1,0,0,-1.78232,5.134,5.154,0.433333,0.270385,0.13,0,1,20
9,23,1,0,0,-1.78232,5.165,5.185,0.433333,0.270385,0.13,0,1,20
9,24,1,0,0,-1.78232,5.199,5.219,0.433333,0.270385,0.13,0,1,20
9,25,1,0,0,-1.78232,5.231,5.251,0.433333,0.270385,0.13,0,1,20
9,26,1,0,0,-1.79661,5.264,5.284,0.433333,0.25595,0.13,0,1,20
9,27,1,0,0,-1.79594,5.297,5.317,0.433333,0.256629,0.13,0,1,20
9,28,1,0,0,-1.79527,5.33,5.35,0.433333,0.2573,0.13,0,1,20
9,29,1,0,0,-1.79527,5.363,5.383,0.433333,0.2573,0.13,0,1,20
10,0,1,0,0,-0.795273,5.396,5.416,0.466667,0.2573,0.13,0,0,20
10,1,1,0,0,-1.79527,5.429,5.449,0.466667,0.2573,0.13,0,1,20
10,2,1,0,0,-1.79527,5.429,5.449,0.466667,0.2573,0.13,0,1,20
10,3,1,0,0,-1.79527,5.462,5.482,0.466667,0.2573,0.13,0,1,20
10,4,1,0,0,-1.79527,5.495,5.515,0.466667,0.2573,0.13,0,1,20
10,5,1,0,0,-1.79527,5.528,5.548,0.466667,0.2573,0.13,0,1,20
10,6,1,0,0,-1.79527,5.56,5.58,0.466667,0.2573,0.13,0,1,20
10,7,1,0,0,-1.79527,5.592,5.612,0.466667,0.2573,0.13,0,1,20
