0.058	23
0.086	23
0.135	22
0.161	23
0.194	26
0.226	23
0.259	23
0.294	23
0.324	23
0.349	38
0.374	33
0.401	30
0.427	26
0.459	23
0.494	23
0.519	28
0.546	35
0.572	31
0.597	26
0.624	23
0.649	33
0.674	33
0.7	29
0.727	26
0.759	23
0.797	26
0.824	23
0.859	23
0.889	23
0.916	35
0.942	36
0.968	32
0.994	23
1.024	23
1.059	23
1.094	23
1.124	23
1.159	23
1.194	23
1.224	23
1.259	23
1.297	26
1.324	23
1.35	20
1.375	34
1.4	29
1.427	26
1.459	23
1.49	20
1.516	35
1.542	36
1.568	32
1.594	23
1.624	23
1.659	23
1.694	23
1.724	23
1.759	23
1.797	26
1.824	23
1.85	29
1.875	34
1.9	29
1.927	26
1.959	23
1.994	23
2.024	23
2.059	23
2.094	23
2.124	23
2.159	23
2.194	23
2.22	20
2.259	23
2.294	23
2.324	23
2.359	23
2.394	23
2.424	23
2.459	23
2.493	22
2.52	20
2.559	23
2.593	22
2.624	23
2.658	22
2.693	22
2.724	23
2.75	20
2.776	30
2.802	26
2.827	26
2.859	23
2.894	23
2.924	23
2.959	23
2.99	20
3.024	23
3.059	23
3.094	23
3.124	23
3.159	23
3.194	23
3.224	23
3.259	23
3.289	23
3.324	23
3.359	23
3.394	23
3.42	20
3.459	23
3.494	23
3.524	23
3.559	23
3.594	23
3.624	23
3.659	23
3.694	23
3.724	23
3.759	23
3.794	23
3.824	23
3.85	20
3.875	34
3.9	29
3.927	26
3.959	23
3.994	23
4.02	20
4.059	23
4.094	23
4.124	23
4.159	23
4.185	20
4.212	31
4.239	33
4.265	29
4.294	23
4.324	23
4.359	23
4.394	23
4.423	22
4.459	23
4.488	22
4.519	23
4.544	28
4.569	28
4.594	23
4.624	23
4.659	23
4.694	23
4.724	23
4.75	20
4.794	23
4.824	23
4.859	23
4.894	23
4.92	20
4.959	23
4.994	23
5.023	22
5.059	23
5.087	20
5.124	23
5.159	23
5.194	23
5.224	23
5.253	20
5.294	23
5.324	23
5.359	23
5.394	23
5.424	23
5.459	23
5.494	23
5.524	23
5.558	22
5.593	22
5.624	23
5.658	22
5.685	20
5.711	30
5.737	31
5.764	28
5.793	22
5.824	23
5.855	20
5.894	23
5.924	23
5.959	23
5.994	23
6.024	23
6.059	23
6.084	23
6.11	29
6.137	31
6.162	26
6.194	23
6.224	23
6.259	23
6.294	23
6.324	23
6.359	23
6.394	23
6.424	23
6.454	23
6.485	20
6.51	29
6.537	31
6.566	30
6.594	23
6.624	23
6.659	23
6.693	22
6.723	22
6.753	20
6.794	23
6.824	23
6.859	23
6.889	23
6.924	23
6.959	23
6.994	23
7.024	23
7.059	23
7.094	23
7.124	23
7.159	23
7.185	20
7.21	29
7.237	31
7.262	26
7.294	23
7.324	23
7.359	23
7.394	23
7.424	23
7.453	20
7.494	23
7.524	23
7.559	23
7.594	23
7.624	23
7.659	23
7.694	23
7.72	20
7.759	23
7.794	23
7.824	23
7.859	23
7.894	23
7.924	23
7.959	23
7.99	20
8.024	23
8.059	23
8.094	23
8.124	23
8.159	23
8.194	23
8.224	23
8.259	23
8.294	23
8.324	23
8.35	20
8.379	23
8.405	29
8.431	25
8.458	22
8.493	22
8.527	26
8.553	22
8.594	23
8.624	23
8.659	23
8.694	23
8.72	20
8.759	23
8.794	23
8.824	23
8.859	23
8.893	22
8.923	22
8.958	22
8.993	22
9.023	22
9.058	22
9.093	22
9.123	22
9.158	22
9.193	22
9.223	22
9.258	22
9.293	22
9.323	22
9.358	22
9.393	22
9.423	22
9.459	23
9.493	22
9.523	22
9.553	22
9.594	23
9.624	23
9.659	23
9.693	22
9.723	22
9.75	20
9.794	23
9.823	22
9.858	22
9.894	23
9.924	23
9.959	23
9.985	20
10.024	23
10.059	23
10.094	23
10.124	23
10.159	23
10.194	23
10.22	20
10.258	22
10.293	22
10.324	23
10.359	23
10.393	22
10.423	22
10.45	20
10.493	22
10.523	22
10.558	22
10.593	22
10.624	23
10.665	24
10.694	23
10.723	22
10.758	22
10.793	22
10.824	23
10.858	22
10.894	23
10.924	23
10.958	22
10.993	22
11.018	22
11.059	23
11.093	22
11.123	22
11.158	22
11.194	23
11.224	23
11.253	20
11.293	22
11.323	22
11.348	22
11.378	22
11.404	28
11.429	28
11.458	22
11.493	22
11.523	22
11.559	23
11.594	23
11.623	22
11.661	25
11.693	22
11.718	22
11.758	22
11.784	23
11.824	23
11.859	23
11.894	23
11.924	23
11.962	26
11.994	23
12.024	23
12.055	20
12.094	23
12.124	23
12.159	23
12.194	23
12.224	23
12.259	23
12.293	22
12.323	22
12.358	22
12.393	22
12.423	22
12.458	22
12.494	23
12.524	23
12.558	22
12.593	22
12.624	23
12.653	22
12.693	22
12.723	22
12.758	22
12.785	20
12.818	22
12.859	23
12.894	23
12.924	23
12.959	23
12.994	23
13.024	23
13.054	23
13.094	23
13.124	23
13.15	20
13.194	23
13.224	23
13.259	23
13.294	23
13.324	23
13.359	23
13.393	22
13.423	22
13.459	23
13.494	23
13.523	22
13.558	22
13.593	22
13.623	22
13.658	22
13.683	22
13.723	22
13.764	23
13.794	23
13.824	23
13.859	23
13.894	23
13.924	23
13.953	20
13.994	23
14.024	23
14.059	23
14.094	23
14.124	23
14.159	23
14.194	23
14.227	26
14.259	23
14.285	20
14.314	23
14.359	23
14.394	23
14.424	23
14.459	23
14.494	23
14.524	23
14.558	22
14.593	22
14.627	26
14.653	22
14.694	23
14.724	23
14.759	23
14.794	23
14.824	23
14.859	23
14.894	23
14.919	23
14.959	23
14.994	23
15.024	23
15.059	23
15.094	23
15.119	23
15.159	23
15.194	23
15.224	23
15.259	23
15.294	23
15.324	23
15.362	26
15.394	23
15.424	23
15.459	23
15.494	23
15.524	23
15.559	23
15.594	23
15.624	23
15.65	20
15.693	22
15.718	22
15.755	20
15.793	22
15.827	26
15.859	23
15.894	23
15.924	23
15.965	24
15.994	23
16.024	23
16.058	22
16.093	22
16.124	23
16.159	23
16.194	23
16.224	23
16.259	23
16.294	23
16.324	23
16.359	23
16.394	23
16.424	23
16.459	23
16.494	23
16.524	23
16.559	23
16.594	23
16.624	23
16.659	23
16.694	23
16.724	23
16.759	23
16.785	20
16.823	22
16.858	22
16.89	20
16.923	22
16.958	22
16.993	22
17.023	22
17.059	23
17.094	23
17.124	23
17.159	23
17.194	23
17.224	23
17.254	23
17.293	22
17.32	20
17.359	23
17.394	23
17.424	23
17.459	23
17.494	23
17.524	23
17.549	23
17.593	22
17.619	23
17.65	20
17.694	23
17.724	23
17.759	23
17.794	23
17.824	23
17.859	23
17.894	23
17.924	23
17.962	26
17.994	23
18.023	22
18.058	22
18.09	20
18.124	23
18.158	22
18.193	22
18.224	23
18.259	23
18.294	23
18.327	26
18.359	23
18.394	23
18.42	20
18.459	23
18.494	23
18.523	22
18.558	22
18.594	23
18.624	23
18.658	22
18.693	22
18.723	22
18.758	22
18.794	23
18.827	26
18.859	23
18.894	23
18.923	22
18.95	20
18.993	22
19.023	22
19.058	22
19.094	23
19.123	22
19.153	20
19.194	23
19.224	23
19.254	23
19.293	22
19.326	25
19.359	23
19.394	23
19.424	23
19.45	20
19.494	23
19.524	23
19.55	20
19.579	23
19.606	25
19.633	27
19.659	23
19.694	23
19.724	23
19.75	20
19.794	23
19.824	23
19.85	20
19.894	23
19.924	23
19.95	20
19.979	23
20.007	26
20.034	28
20.059	23
20.094	23
20.119	23
20.15	20
20.193	22
20.224	23
20.25	20
20.294	23
20.324	23
20.35	20
20.394	23
20.424	23
20.45	20
20.494	23
20.524	23
20.553	20
20.594	23
20.624	23
20.655	20
20.694	23
20.724	23
20.755	20
20.794	23
20.824	23
20.855	20
20.894	23
20.924	23
20.955	20
20.993	22
21.024	23
21.059	23
21.094	23
21.123	22
21.158	22
21.194	23
21.224	23
21.249	23
21.294	23
21.324	23
21.359	23
21.394	23
21.419	23
21.459	23
21.494	23
21.524	23
21.559	23
21.585	20
21.61	29
21.636	25
21.662	26
21.69	20
21.724	23
21.759	23
21.794	23
21.824	23
21.849	23
21.884	23
21.923	22
21.953	22
21.983	22
22.008	23
22.034	28
22.061	25
22.093	22
22.123	22
22.158	22
22.196	25
22.223	22
22.258	22
22.293	22
22.323	22
22.359	23
22.394	23
22.424	23
22.459	23
22.494	23
22.519	23
22.559	23
22.594	23
22.624	23
22.659	23
22.694	23
22.724	23
22.759	23
22.784	23
22.81	29
22.837	31
22.862	26
22.894	23
22.923	22
22.958	22
22.993	22
23.023	22
23.058	22
23.083	22
23.108	32
23.135	29
23.161	25
23.19	20
23.224	23
23.258	22
23.285	20
23.324	23
23.359	23
23.394	23
23.424	23
23.459	23
23.494	23
23.524	23
23.554	23
23.594	23
23.624	23
23.659	23
23.694	23
23.724	23
23.758	22
23.793	22
23.824	23
23.853	20
23.894	23
23.919	23
23.945	20
23.972	31
23.997	26
