0.066	31
0.094	31
0.144	31
0.169	31
0.204	31
0.234	31
0.269	31
0.304	31
0.334	31
0.369	31
0.404	31
0.434	31
0.469	31
0.504	31
0.531	30
0.569	31
0.604	31
0.634	31
0.669	31
0.704	31
0.734	31
0.769	31
0.804	31
0.834	31
0.869	31
0.904	31
0.934	31
0.969	31
1.004	31
1.034	31
1.069	31
1.104	31
1.134	31
1.169	31
1.204	31
1.234	31
1.269	31
1.304	31
1.334	31
1.369	31
1.404	31
1.434	31
1.469	31
1.504	31
1.534	31
1.569	31
1.604	31
1.631	30
1.669	31
1.704	31
1.734	31
1.769	31
1.804	31
1.834	31
1.869	31
1.904	31
1.934	31
1.969	31
2.004	31
2.034	31
2.061	30
2.104	31
2.134	31
2.169	31
2.204	31
2.231	30
2.269	31
2.304	31
2.334	31
2.369	31
2.404	31
2.434	31
2.469	31
2.496	30
2.534	31
2.569	31
2.596	30
2.634	31
2.669	31
2.704	31
2.734	31
2.769	31
2.804	31
2.834	31
2.869	31
2.904	31
2.934	31
2.969	31
3.004	31
3.034	31
3.069	31
3.101	30
3.134	31
3.169	31
3.204	31
3.234	31
3.269	31
3.304	31
3.334	31
3.369	31
3.404	31
3.434	31
3.469	31
3.504	31
3.534	31
3.569	31
3.604	31
3.634	31
3.669	31
3.704	31
3.734	31
3.769	31
3.804	31
3.834	31
3.869	31
3.904	31
3.934	31
3.969	31
4.004	31
4.034	31
4.069	31
4.104	31
4.134	31
4.169	31
4.204	31
4.234	31
4.269	31
4.304	31
4.334	31
4.369	31
4.404	31
4.434	31
4.469	31
4.504	31
4.534	31
4.564	30
4.604	31
4.634	31
4.669	31
4.696	30
4.734	31
4.769	31
4.804	31
4.834	31
4.869	31
4.904	31
4.934	31
4.969	31
5.004	31
5.034	31
5.069	31
5.104	31
5.134	31
5.169	31
5.204	31
5.234	31
5.269	31
5.304	31
5.334	31
5.369	31
5.404	31
5.434	31
5.469	31
5.501	30
5.534	31
5.569	31
5.596	30
5.634	31
5.669	31
5.704	31
5.734	31
5.769	31
5.804	31
5.834	31
5.866	30
5.904	31
5.934	31
5.969	31
6.004	31
6.034	31
6.069	31
6.096	30
6.134	31
6.169	31
6.204	31
6.234	31
6.269	31
6.304	31
6.331	30
6.369	31
6.404	31
6.434	31
6.469	31
6.504	31
6.534	31
6.569	31
6.604	31
6.634	31
6.669	31
6.704	31
6.734	31
6.769	31
6.804	31
6.834	31
6.869	31
6.904	31
6.934	31
6.969	31
7.004	31
7.034	31
7.069	31
7.104	31
7.134	31
7.169	31
7.204	31
7.234	31
7.264	30
7.304	31
7.334	31
7.369	31
7.404	31
7.434	31
7.469	31
7.504	31
7.534	31
7.569	31
7.604	31
7.634	31
7.669	31
7.704	31
7.731	30
7.769	31
7.804	31
7.831	30
7.869	31
7.904	31
7.934	31
7.969	31
8.004	31
8.034	31
8.069	31
8.104	31
8.134	31
8.169	31
8.204	31
8.234	31
8.269	31
8.304	31
8.334	31
8.369	31
8.404	31
8.434	31
8.469	31
8.496	30
8.534	31
8.569	31
8.604	31
8.634	31
8.669	31
8.704	31
8.734	31
8.769	31
8.804	31
8.834	31
8.869	31
8.904	31
